group_id,round_num,block_num,target,speaker_id,description,word_count,accuracy,n_listeners_correct,n_parse_errors
G02,24,4,page7-107,1,"Diamond head. Left arm points perfectly horizontally LEFT and has a flat vertical end. Right arm is a sharp peak pointing diagonally UP-RIGHT. The bottom has two sharp points: one pointing down-left, and the lowest one pointing straight vertically down.",40,0.0,0,0
G02,25,4,page3-35,1,"Diamond head on right. Tallest peak points UP-LEFT. Left arm points perfectly horizontally LEFT and ends in a SHARP POINT. There are two downward legs: the middle one points DOWN-LEFT, and the lowest one points straight vertically DOWN.",38,0.0,0,0
G02,26,4,page5-28,1,Solid flat horizontal bottom edge. Bottom-right corner forms a perfect 90-degree angle. Right edge goes straight vertically UP to the diamond head. The tallest peak points diagonally UP-LEFT.,28,0.0,0,0
G02,27,4,page-B,1,"Diamond head on the far left. Sharp points aim straight UP, straight DOWN, and diagonally DOWN-RIGHT. To distinguish from the similar figure, look closely at the tall top peak: its RIGHT edge is perfectly VERTICAL.",35,0.0,0,0
G02,28,4,page9-46,1,"Diamond head on top. Left arm is a sharp triangle pointing perfectly horizontally LEFT. Right arm is a thick, flat-ended shape pointing diagonally DOWN-RIGHT. Two pointed legs at the bottom.",30,0.0,0,0
G02,29,4,page7-255,1,"Solid RIGHT-pointing wedge. Entire bottom is one continuous flat horizontal line (no legs). Left edge is perfectly VERTICAL, forming a 90-degree bottom-left corner. Diamond head is at the top-left. The top edge slopes diagonally down to a single sharp point on the far right. No other peaks.",47,0.0,0,0
G02,30,5,page-B,2,"Diamond head on the left. Sharp points aim straight UP, straight DOWN, and diagonally DOWN-RIGHT. Key difference: The diamond head is attached to a SLANTED edge of the body. (In the similar figure, the head attaches to a perfectly straight vertical edge).",42,0.0,0,0
G02,31,5,page7-255,2,Solid flat-bottom wedge. Diamond head is on the LEFT. The completely VERTICAL edge is also on the LEFT (forming a 90-degree bottom-left corner). The top edge slopes diagonally down to a single sharp point on the far RIGHT. (CRITICAL: Ensure BOTH the head and the vertical edge are on the LEFT side).,52,0.5,1,0
G02,32,5,page7-107,2,"Diamond head on the RIGHT. Key differences from similar shapes: Its horizontal LEFT arm has a completely FLAT, BLUNT vertical end (not a sharp point). Its tallest top peak points diagonally UP-RIGHT.",32,0.0,0,0
G02,33,5,page9-46,2,"Diamond head on TOP. Left arm is a sharp point aiming perfectly horizontally LEFT. Right arm points diagonally DOWN-RIGHT and has a thick, completely FLAT, BLUNT end. Two pointed legs at the bottom.",33,0.0,0,0
G02,34,5,page3-35,2,"Diamond head on RIGHT. The body's right edge is perfectly VERTICAL, ending in a leg that points straight DOWN. Tallest top peak points UP-LEFT. CRITICAL: The arm pointing perfectly horizontally LEFT ends in a SHARP POINT (not flat/blunt).",38,0.0,0,0
G02,35,5,page5-28,2,"Flat horizontal bottom. Perfectly vertical right edge with diamond head on the top right. The tall peak on the left points diagonally UP-LEFT. CRITICAL: The V-shaped valley between the head and the left peak is very DEEP, going halfway down the body. (Avoid the similar figure with a shallow dip).",50,0.0,0,0
G03,0,0,page5-28,0,"Person sitting on the floor, leaning back, with legs extended straight out to the right.",15,0.0,0,0
G03,1,0,page-B,0,"Person facing left with a diamond torso, an arm and a short leg pointing left, and a large thick leg pointing straight down.",23,0.0,0,0
G03,2,0,page9-46,0,"Figure with a flat horizontal bottom edge, leaning forward to the right, with an arm pointing straight horizontally to the right.",21,0.0,0,0
G03,3,0,page7-107,0,"Figure pointing diagonally up-right, legs spread wide, with a sharp point sticking out horizontally to the left.",17,0.0,0,0
G03,4,0,page7-255,0,"Figure with a completely flat horizontal bottom edge. It has a diamond head on the upper left, a sharp triangle pointing left just below the head, and a small triangle pointing straight up on the far right.",37,0.5,1,0
G03,5,0,page3-35,0,"Figure with a flat horizontal base on the bottom right. It has a diamond head, a large triangle pointing straight up on its right side, and two points on the left aiming up-left and down-left.",35,0.0,0,0
G03,6,1,page-B,1,"Diamond head. The entire right side of the body is a perfectly straight vertical line dropping to the lowest point. The left side has two points sticking out: one pointing horizontally straight left, and another pointing diagonally down-left.",38,0.0,0,0
G03,7,1,page3-35,1,"Diamond head. The bottom right corner forms a perfect 90-degree angle, made by a flat horizontal bottom edge and a straight vertical right edge. The top right is a sharp peak pointing up, and the left side has two sharp points sticking out.",43,0.5,1,0
G03,8,1,page7-107,1,"Diamond head top left. Four other sharp points stick out from the body: one pointing horizontally straight left, one pointing diagonally up-right, one pointing straight down at the bottom, and one pointing diagonally down-right.",34,0.0,0,0
G03,9,1,page7-255,1,"Diamond head top left. Completely flat horizontal bottom edge. A sharp point sticks straight left below the head. Far right ends in a small, distinct triangle pointing straight up.",29,0.5,1,0
G03,10,1,page9-46,1,Diamond head. Entire bottom is a flat horizontal line. Left side slants diagonally down-left with no protruding points. Right side has a sharp point aiming perfectly straight right horizontally.,29,0.5,1,0
G03,11,1,page5-28,1,"Diamond head. The very bottom is a perfectly flat horizontal line that continues rightwards to form the bottom edge of a long, sharp point on the far right. Above this bottom-right point, there is another sharp point aiming diagonally up-right. The left side has one sharp point sticking out.",49,0.0,0,0
G03,12,2,page5-28,2,"Diamond head top-left. Completely flat horizontal base. Left side has a single sharp point sticking left. Far right side ends in two distinct points: a lower one pointing straight horizontally to the right along the ground, and an upper one pointing diagonally up-right.",43,1.0,2,0
G03,13,2,page7-255,2,Diamond head top-left. Completely flat horizontal bottom edge. Left side has a single sharp point sticking horizontally straight left. Far right side ends in a single small point aiming straight UP vertically.,32,1.0,2,0
G03,14,2,page9-46,2,"Diamond head top-left. Completely flat horizontal bottom edge. The left side is a smooth diagonal line with NO points sticking out. The right side ends in exactly one sharp point, aiming straight horizontally to the RIGHT.",36,0.5,1,0
G03,15,2,page7-107,2,Diamond head top-left. The sharp point sticking straight LEFT has a perfectly flat horizontal TOP edge. The large point aiming diagonally UP-RIGHT is the HIGHEST part of the entire figure (reaching taller than the diamond head). Legs point straight down and down-right.,42,0.0,0,0
G03,16,2,page3-35,2,"Diamond head on the left. The bottom-right corner is a perfect 90-degree angle made by a flat horizontal bottom edge and a completely straight vertical right edge. The right side goes up to a sharp peak pointing straight UP, which is the HIGHEST point of the entire figure (taller than the diamond head). Below the head, the left side has one sharp point sticking out, aiming diagonally DOWN-LEFT.",68,0.0,0,0
G03,17,2,page-B,2,Diamond head. Entire RIGHT edge is a perfectly straight vertical line dropping to a sharp point aiming straight DOWN. Left side has two points sticking out: the upper one points straight LEFT and has a completely flat horizontal BOTTOM edge. The lower one points diagonally down-left.,46,1.0,2,0
G03,18,3,page5-28,0,"Diamond head top-left. Completely flat horizontal base. Left side has a single sharp point sticking left. Far right side ends in two distinct points: a lower one pointing straight horizontally to the right along the ground, and an upper one pointing diagonally up-right.",43,0.5,1,0
G03,19,3,page9-46,0,Diamond head top-left. Completely flat horizontal bottom edge. The entire left edge is a single smooth diagonal line slanting down-left with NO protruding points. The right side has one distinct arm sticking perfectly straight horizontally to the RIGHT.,38,0.0,0,0
G03,20,3,page7-255,0,Diamond head top-left. Completely flat horizontal bottom edge. Left side has a single sharp point sticking horizontally straight left. Far right side ends in a single small point aiming straight UP vertically.,32,0.5,1,0
G03,21,3,page3-35,0,"Diamond head on left. Perfect 90-degree bottom-right corner made by a completely flat horizontal bottom edge and a straight vertical right edge. The right side is a sharp peak pointing straight UP, which is the HIGHEST point of the entire figure (noticeably taller than the head).",46,0.0,0,0
G03,22,3,page-B,0,Diamond head. Entire RIGHT edge is a perfectly straight vertical line dropping to a sharp point aiming straight DOWN. Left side has two points sticking out: the upper one points straight LEFT and has a completely flat horizontal BOTTOM edge. The lower one points diagonally down-left.,46,0.5,1,0
G03,23,3,page7-107,0,"Diamond head. Left arm points horizontally straight left (flat top edge). Highest peak aims diagonally up-right. At the bottom, one leg points straight vertically DOWN, and the other points diagonally DOWN-RIGHT (not horizontally right).",34,0.0,0,0
G03,24,4,page9-46,1,"Diamond head. Completely flat horizontal bottom edge. Left side of the body has NO arms sticking out. Right side has exactly one arm pointing horizontally straight RIGHT, and the TOP edge of this right arm is perfectly flat and horizontal.",40,0.0,0,0
G03,25,4,page5-28,1,"Diamond head. Completely flat horizontal base. Left side has one sharp point aiming perfectly straight horizontally LEFT (its top edge is perfectly flat and horizontal). Far right side ends in two distinct points: a lower one extending straight horizontally RIGHT along the base, and a large upper one pointing diagonally UP-RIGHT.",51,0.0,0,0
G03,26,4,page-B,1,"Diamond head. Entire RIGHT edge is a perfectly straight vertical line dropping all the way to a sharp point aiming straight DOWN. Left side has two points sticking out: an upper arm pointing horizontally straight LEFT (with a completely flat horizontal bottom edge), and a lower leg pointing diagonally DOWN-LEFT.",50,0.0,0,0
G03,27,4,page7-107,1,"NO flat horizontal bottom base. Diamond head. The leftmost arm points horizontally perfectly straight LEFT (its top edge is completely flat and horizontal). The highest point of the entire figure is a large arm aiming diagonally UP-RIGHT. At the very bottom, there is an upside-down V gap between two distinct legs: the left leg points straight vertically DOWN, and the right leg points diagonally DOWN-RIGHT.",65,0.0,0,0
G03,28,4,page7-255,1,"Diamond head. Completely flat horizontal bottom edge. Left side has exactly one sharp point, aiming horizontally straight LEFT (its bottom edge is perfectly flat and horizontal). Far right side ends in a SMALL distinct point aiming straight UP vertically.",39,1.0,2,0
G03,29,4,page3-35,1,"Perfect 90-degree bottom-right corner (flat horizontal base, straight vertical right edge). The right edge goes straight UP into a tall peak. The diamond head is high on the left, pointing diagonally UP-LEFT, reaching almost the same height as the right peak. A sharp point below the head aims diagonally down-left.",50,0.0,0,0
G03,30,5,page7-255,2,"Diamond head. Completely flat horizontal bottom edge. Left side has exactly one sharp point, aiming horizontally straight LEFT (its bottom edge is perfectly flat and horizontal). Far right side ends in a SMALL distinct point aiming straight UP vertically.",39,0.5,1,0
G03,31,5,page7-107,2,"Diamond head. Left arm's TOP edge is perfectly flat and horizontal. The bottom-left leg points straight vertically DOWN. The bottom-right leg points diagonally DOWN-RIGHT. (Careful: do NOT choose the one where the right leg points straight horizontally right, nor the ones where the left arm's flat edge is on the bottom!).",51,0.5,1,0
G03,32,5,page9-46,2,Diamond head. Completely flat horizontal bottom base. The entire left side of the body has ZERO arms or points sticking out (it is just a smooth straight diagonal edge down to the ground). The right side has one arm pointing perfectly horizontally straight RIGHT.,44,0.0,0,0
G03,33,5,page5-28,2,"Diamond head. FLAT horizontal bottom edge. Left arm points straight LEFT (its TOP edge is perfectly flat). Far right side has exactly TWO points: a large upper one pointing diagonally UP-RIGHT, and a lower one extending straight RIGHT along the ground.",41,0.5,1,0
G03,34,5,page-B,2,"Diamond head. Entire RIGHT edge is a straight vertical line ending in a straight downward point. On the left side, an arm points straight LEFT and its BOTTOM edge is perfectly flat and horizontal (do NOT choose the one where the top edge is flat). Below it, a leg points diagonally down-left.",52,0.0,0,0
G03,35,5,page3-35,2,Perfect 90-degree bottom-right corner. Right edge is a perfectly straight vertical line going up to a tall peak. Diamond head on the left. The arm below the head points diagonally DOWN-LEFT. (Do NOT pick the similar figure where the arm points straight horizontally left and the entire bottom edge is perfectly flat).,52,0.0,0,0
G04,0,0,page9-46,0,"Sitting animal facing left with a diamond head, one pointy triangle ear on top, and a straight tail pointing right.",20,0.0,0,0
G04,1,0,page-B,0,"Figure running right with a diamond head, one arm raised up and pointing back to the upper-left, and the front leg extending straight horizontally to the right.",27,0.0,0,0
G04,2,0,page7-255,0,"Figure facing left with a diamond head on top. The entire right side of its body is a perfectly straight, flat vertical line.",23,0.0,0,0
G04,3,0,page3-35,0,"Figure facing right with a diamond head, one arm pointing perfectly straight up vertically, and the back leg extending straight horizontally to the left.",24,0.5,1,0
G04,4,0,page5-28,0,"Figure with a diamond head, one arm pointing diagonally up to the right, one leg extending horizontally to the left, and the bottom leg pointing straight down.",27,0.0,0,0
G04,5,0,page7-107,0,"Diamond head top-left. The main body is a large sharp triangle pointing straight horizontally to the right. Below it, a thick leg extends diagonally down-left, and a small triangular tip points diagonally down-right.",33,0.0,0,0
G04,6,1,page7-107,1,"Diamond head top-left. Has a very large, sharp point extending perfectly horizontally to the right. Base splits into a thick, flat-bottomed leg pointing down-left and a small sharp point pointing down-right.",31,0.0,0,0
G04,7,1,page-B,1,Diamond head. Small arm points diagonally up-left. Large shape points perfectly horizontally right. The thick bottom leg slants diagonally down-right.,20,0.0,0,0
G04,8,1,page7-255,1,"Diamond head on top. The right edge of the figure drops in a perfectly straight, vertical line starting exactly from the right corner of the diamond. The left side is jagged, with a large sharp point sticking out to the left.",41,1.0,2,0
G04,9,1,page5-28,1,"Diamond head. Small arm points diagonally up-right. A large sharp shape points horizontally to the left. The bottom leg drops straight down, featuring a perfectly vertical left edge and a flat horizontal bottom.",33,0.0,0,0
G04,10,1,page9-46,1,"Diamond head with a small triangle pointing straight up on top. The left side is a sharp point extending left, not a flat vertical edge. The right side is a long sharp point extending right with a perfectly horizontal top edge.",41,0.5,1,0
G04,11,1,page3-35,1,Diamond head. A sharp arm points straight up with a perfectly vertical left edge. A large leg points perfectly horizontally to the left with a flat horizontal bottom edge. The thick leg points diagonally down-right.,35,0.5,1,0
G04,12,2,page3-35,2,Diamond head. A sharp arm points straight UP with a perfectly vertical right edge. Another shape points perfectly horizontally LEFT with a flat horizontal bottom edge. Has exactly one single thick leg at the bottom that slants diagonally down-right.,39,0.0,0,0
G04,13,2,page-B,2,Diamond head. The small arm on the top-left points diagonally UP-LEFT (not straight up). The large shape points perfectly horizontally to the RIGHT with a flat horizontal top edge. The single thick bottom leg slants diagonally DOWN-RIGHT (not straight down) and has a flat horizontal base.,46,0.0,0,0
G04,14,2,page7-107,2,"Diamond head. A large shape points RIGHT with a perfectly horizontal BOTTOM edge. Below it, a thick leg slants diagonally DOWN-LEFT with a flat base, and a small point sticks out DOWN-RIGHT.",32,0.0,0,0
G04,15,2,page9-46,2,"Diamond head with a small triangle attached directly to its top corner, pointing straight UP. It has a long pointed tail extending to the RIGHT with a perfectly horizontal top edge, and a flat horizontal base on the bottom-left.",39,1.0,2,0
G04,16,2,page5-28,2,Diamond head. Small arm points diagonally UP-RIGHT (not straight up). The large shape points perfectly horizontally LEFT with a flat horizontal TOP edge. The thick bottom leg points straight DOWN with a perfectly vertical LEFT edge and a flat horizontal base.,41,0.5,1,0
G04,17,2,page7-255,2,"Diamond head on top. The right edge of the figure drops in a perfectly straight, vertical line starting exactly from the right corner of the diamond. The left side is jagged, with a large sharp point sticking out to the left.",41,0.0,0,0
G04,18,3,page5-28,0,"Diamond head. The large shape pointing LEFT has a perfectly flat horizontal TOP edge. A small arm points diagonally UP-RIGHT. The bottom leg drops straight down, featuring a perfectly vertical LEFT edge (its right side slants inward) and a flat horizontal base.",42,0.5,1,0
G04,19,3,page7-107,0,"Diamond head. The large shape pointing RIGHT has a perfectly horizontal BOTTOM edge (its top edge slants downward). The base splits into a thick leg slanting diagonally DOWN-LEFT with a flat bottom, and a small sharp point aiming diagonally DOWN-RIGHT.",40,0.0,0,0
G04,20,3,page7-255,0,"Diamond head on top. The entire RIGHT edge is a perfectly straight, continuous VERTICAL line starting from the right point of the diamond down to a flat base, forming a 90-degree bottom-right corner. The left side has a large sharp point sticking horizontally out to the left.",47,0.0,0,0
G04,21,3,page9-46,0,"Diamond head with a small triangle attached directly to its top corner, pointing straight UP. It has a long pointed tail extending to the RIGHT with a perfectly horizontal top edge, and a flat horizontal base on the bottom-left.",39,0.0,0,0
G04,22,3,page3-35,0,"Diamond head. A small triangular arm points perfectly straight vertically UP. A large sharp shape extends horizontally to the LEFT with a flat horizontal bottom edge. It has exactly one leg, slanting diagonally down-right.",34,0.5,1,0
G04,23,3,page-B,0,Diamond head. Small arm points up-left. Large sharp shape points horizontally to the right with a perfectly flat top edge. The single bottom leg slants diagonally down-right (pointing in the same direction as the large shape).,36,0.0,0,0
G04,24,4,page7-107,1,"Diamond head. NO small arms pointing UP. The large shape points RIGHT with a perfectly flat horizontal BOTTOM edge (do NOT pick the similar figure that has a flat top edge). The thick leg slants DOWN-LEFT, and a tiny point aims DOWN-RIGHT.",42,0.0,0,0
G04,25,4,page-B,1,"Diamond head. Check three exact features: 1) Small arm points UP-LEFT. 2) The single bottom leg points DOWN-RIGHT. 3) The large shape pointing RIGHT has a perfectly flat horizontal TOP edge. (Careful: do not pick the one with a down-left leg, or the one with a flat bottom edge).",49,0.5,1,0
G04,26,4,page3-35,1,Diamond head. Check these 3 exact features: 1) A small arm points perfectly straight UP. 2) The large pointy shape extends horizontally to the LEFT. 3) The single thick bottom leg slants diagonally DOWN-RIGHT. (Make sure the leg does NOT point straight down).,43,0.5,1,0
