group_id,round_num,block_num,target,speaker_id,description,word_count,accuracy,n_listeners_correct,n_parse_errors
G02,35,5,page5-28,2,"Diamond head at the top-left. Balances entirely on a single sharp downward point at the very bottom (no flat base). A sharp arm points horizontally to the right. Crucially, absolutely NO points stick out to the left anywhere below the head.",41,1.0,2,0
G03,0,0,page5-28,0,"Sitting person facing right, arm pointing straight out to the right.",11,0.0,0,0
G03,1,0,page-B,0,"Sitting person facing right, hands resting in lap. The entire left edge (their back) is a perfectly straight vertical line. No arms sticking out.",24,0.0,0,0
G03,2,0,page9-46,0,"Sitting person facing left. Right edge (back) is a perfectly straight vertical line. Arm is pointing out to the left. Head is a symmetrical diamond shape (pointing straight up, not leaning left or right).",34,0.0,0,0
G03,3,0,page7-107,0,Facing left. Right edge (back) is perfectly straight vertical. Bottom is flat horizontal. Head is a diamond pointing EXACTLY STRAIGHT UP at the ceiling (not leaning forward). The front sticks out diagonally down-left. NO horizontal arm.,36,0.5,1,0
G03,4,0,page7-255,0,"Sitting facing right. Entire left edge (back) is a perfectly straight vertical line. Flat bottom. Has one arm pointing exactly horizontally straight out to the right (parallel to the ground, not pointing up).",33,0.0,0,0
G03,5,0,page3-35,0,Sitting person facing left. Entire right edge (back) is a perfectly straight vertical line. Flat bottom. One arm points EXACTLY horizontally straight out to the left (parallel to the ground). Head is a slanted parallelogram leaning forward with a perfectly FLAT horizontal top edge (not a pointy diamond).,48,0.0,0,0
G03,6,1,page-B,1,"Facing right. Left edge (back) is perfectly straight vertical. Bottom is flat horizontal. NO arms sticking out. Head has a perfectly FLAT horizontal top edge (not a pointy diamond). On the front, below the slanted chest, the outline drops vertically DOWN first, then steps horizontally RIGHT near the bottom floor. (Do NOT pick the similar figure where the horizontal lap sticks out higher up).",64,0.0,0,0
G03,7,1,page3-35,1,"Facing left. Right back is perfectly straight vertical. Head has a FLAT HORIZONTAL TOP EDGE (not a pointy diamond). Arm points EXACTLY HORIZONTAL straight out left. Below the arm, the front edge drops straight down vertically, ending with a pointy toe sticking out left EXACTLY ALONG THE BOTTOM GROUND LINE. (Do NOT pick the figure with a 'lap' sticking out mid-way down).",62,0.5,1,0
G03,8,1,page7-107,1,"Facing left. Right back is perfectly straight vertical. Head is a symmetrical diamond (top point facing EXACTLY straight up). NO horizontal arm sticking out. The front edge slopes to a pointy knee, then cuts INWARD diagonally (down-right), ending in a pointy foot that sticks out horizontally left flush with the ground line. (Do NOT pick the figure where the edge drops straight down vertically below the knee).",67,1.0,2,0
G03,9,1,page7-255,1,"Facing right. Left back is perfectly straight vertical. Head is a pointy DIAMOND (top vertex points exactly straight up, NOT a flat horizontal edge). Has an arm pointing EXACTLY HORIZONTAL straight out right. Below this arm, the front edge drops straight down vertically, ending with a foot sticking out right exactly ALONG THE BOTTOM GROUND LINE. (Do NOT pick the figure with a 'lap' sticking out mid-way down).",68,0.5,1,0
G03,10,1,page9-46,1,"Facing left (the perfectly straight vertical back is on the RIGHT side of the image).
- Head is a POINTY DIAMOND (top vertex straight up).
- Has an arm pointing EXACTLY HORIZONTALLY straight out to the left.
- CRITICAL: Below this arm, the front edge DOES NOT drop straight down vertically; instead, it cuts INWARD diagonally (down-right) towards the back, creating a slanted gap before the foot sticks out left along the ground.
(Do NOT pick the similar figure with a straight vertical drop under the arm).",87,0.0,0,0
G03,11,1,page5-28,1,"- Straight vertical back is on the ENTIRE LEFT SIDE of the image (figure points RIGHT).
- Head has a FLAT HORIZONTAL TOP EDGE (parallelogram, not a pointy diamond).
- Has an arm pointing EXACTLY HORIZONTALLY straight out to the RIGHT.
- CRITICAL: The edge directly UNDER the horizontal arm drops STRAIGHT VERTICALLY DOWN to the foot. 
(Do NOT pick the similar figure where the space under the arm slants inward diagonally towards the back).",75,0.0,0,0
G03,12,2,page5-28,2,"Facing RIGHT (the perfectly straight vertical back is on the LEFT edge).
Head has a FLAT horizontal top edge (not a pointy diamond).
Has an arm pointing horizontally straight to the RIGHT.
CRITICAL: Directly under the arm, the front edge drops STRAIGHT VERTICALLY DOWN. The empty space tucked under the arm has a vertical/square corner. (Do NOT pick the similar figure where the edge under the arm slants diagonally inward).",70,0.5,1,0
G03,13,2,page7-255,2,"Facing RIGHT (perfectly straight vertical back on the LEFT edge).
Head is a POINTY DIAMOND (top vertex points straight up, NOT a flat edge).
Has an arm pointing horizontally straight to the RIGHT.
CRITICAL: Directly under the arm, the front edge drops STRAIGHT VERTICALLY DOWN to the foot. The empty space tucked under the arm has a square right-angle corner. (Do NOT pick the figure where the edge under the arm slants diagonally inward).",74,1.0,2,0
G03,14,2,page9-46,2,"Facing LEFT (straight vertical back on the RIGHT edge).
Head has a FLAT horizontal top edge (parallelogram, NOT a pointy diamond).
Has an arm pointing horizontally straight to the LEFT.
CRITICAL: Directly under the arm, the front edge SLANTS DIAGONALLY INWARD (down-right). The empty space tucked under the arm is wedge-shaped. (Do NOT pick the similar figure where the edge drops straight vertically down under the arm).",67,0.0,0,0
G03,15,2,page7-107,2,"Facing LEFT (perfectly straight vertical back on the RIGHT edge).
Head is a POINTY DIAMOND (top vertex points exactly straight up).
NO horizontal arm sticking out. The front edge slopes down to a pointy knee.
CRITICAL: Below the knee, the front edge cuts INWARD DIAGONALLY (down-right), creating a wedge-shaped empty gap before the foot. 
(Do NOT pick the similar figure where the edge drops straight vertically down below the knee).",70,1.0,2,0
G03,16,2,page3-35,2,"Facing LEFT (perfectly straight vertical back on the RIGHT edge).
Head has a FLAT horizontal top edge (parallelogram, NOT a pointy diamond).
Has an arm pointing horizontally straight to the LEFT.
CRITICAL: Directly under the arm, the front edge drops STRAIGHT VERTICALLY DOWN to the foot. The empty space tucked under the arm has a square right-angle corner. (Do NOT pick the similar figure where the edge under the arm slants diagonally inward).",73,1.0,2,0
G03,17,2,page-B,2,"Facing RIGHT (perfectly straight vertical back on the LEFT edge).
Head has a FLAT horizontal top edge (parallelogram, NOT a pointy diamond).
NO horizontal arm sticking out (just a slanted chest ending in a pointy knee).
CRITICAL: Below the knee, the front edge drops STRAIGHT VERTICALLY DOWN to the foot. The empty space tucked under the knee has a square right-angle corner. (Do NOT pick the similar figure where the edge below the knee slants diagonally inward).",77,0.5,1,0
G03,18,3,page5-28,0,"Faces RIGHT (perfectly straight vertical back on the LEFT edge).
Head has a FLAT horizontal top edge (parallelogram, NOT pointy).
HAS an arm pointing horizontally straight out to the right.
CRITICAL: Below the arm, the front edge of the leg drops PERFECTLY VERTICAL to the ground, parallel to the straight back edge. This creates a square 90-degree corner in the empty space tucked under the arm. Do NOT pick the similar figure where the leg slants diagonally inward toward the back.",81,1.0,2,0
G03,19,3,page9-46,0,"Faces LEFT (perfectly straight vertical back on the RIGHT edge).
Head is a POINTY DIAMOND (top vertex points exactly straight up).
HAS an arm pointing horizontally straight out to the left.
CRITICAL: Below the arm, the front edge of the leg SLANTS DIAGONALLY INWARD (down-right) towards the back, creating a wedge-shaped gap. Do NOT pick the similar figure where the leg drops perfectly straight vertically down under the arm.",69,0.5,1,0
G03,20,3,page7-255,0,"Faces RIGHT (perfectly straight vertical back on the LEFT edge).
Head is a POINTY DIAMOND (top vertex points exactly straight up, NOT flat).
HAS an arm pointing horizontally straight out to the RIGHT.
CRITICAL: Below the arm, the front edge of the leg drops PERFECTLY VERTICAL to the ground, parallel to the straight back edge. This creates a square 90-degree corner in the empty space tucked under the arm. Do NOT pick the similar figure where the leg slants diagonally inward toward the back.",84,1.0,2,0
G03,21,3,page3-35,0,"Faces LEFT (perfectly straight vertical back on the RIGHT edge).
Head has a FLAT horizontal top edge (parallelogram, NOT pointy).
HAS an arm pointing horizontally straight out to the LEFT.
CRITICAL: Below the arm, the front edge of the leg drops PERFECTLY VERTICAL to the ground, parallel to the straight back edge. This creates a square 90-degree corner in the empty space tucked under the arm. Do NOT pick the similar figure where the leg slants diagonally inward toward the back.",81,1.0,2,0
G03,22,3,page-B,0,"Faces RIGHT (perfectly straight vertical back on the LEFT edge).
Head has a FLAT horizontal top edge (parallelogram, NOT pointy).
NO ARM pointing out. The front is just a slanted chest sloping down to a pointy knee.
CRITICAL: Below the knee, the leg drops PERFECTLY VERTICAL straight down to the ground, parallel to the straight back edge. This creates a square 90-degree right angle in the empty space tucked under the knee. Do NOT pick the similar figure where the leg slants diagonally inward towards the back.",87,1.0,2,0
G03,23,3,page7-107,0,"Faces LEFT (perfectly straight vertical back on the RIGHT edge).
Head is a POINTY DIAMOND (top vertex points exactly straight up, NOT flat).
NO ARM pointing out. The front is just a slanted chest sloping down to a pointy knee.
CRITICAL: Below the knee, the leg SLANTS DIAGONALLY INWARD (down-right) towards the back, creating a wedge-shaped gap. Do NOT pick the similar figure where the leg drops perfectly straight vertically down under the knee.",74,1.0,2,0
G03,24,4,page9-46,1,"Faces LEFT (perfectly straight vertical back on the RIGHT edge).
Head is a POINTY DIAMOND (top vertex points exactly straight up).
Has a HIGH ARM pointing horizontally straight out to the LEFT (located upper body, just below the head).
CRITICAL: Below this high arm, the leg SLANTS DIAGONALLY INWARD (down-right) towards the back, creating a wedge-shaped gap.
Do NOT pick the figure where the horizontal protrusion is lower down mid-body like a lap.",73,1.0,2,0
G03,25,4,page5-28,1,"Faces RIGHT (perfectly straight vertical back on the LEFT edge).
Head has a FLAT horizontal top edge (parallelogram).
Has a HIGH ARM pointing horizontally straight out to the RIGHT (located upper body, just below the head).
CRITICAL: Below this arm, the leg drops PERFECTLY VERTICAL straight down to the ground, parallel to the back edge, creating a square 90-degree corner under the arm.
Do NOT pick the similar figure where the leg slants diagonally inward toward the back, or where the horizontal part is lower down mid-body like a lap.",90,1.0,2,0
G03,26,4,page-B,1,"Faces RIGHT (perfectly straight vertical back on the LEFT edge).
Head has a FLAT horizontal top edge (parallelogram).
NO horizontal protrusions (no arm, no lap). The front is just a single slanted chest sloping down to a pointy knee.
CRITICAL: Below the knee, the front edge drops PERFECTLY VERTICAL straight down to the ground, creating a square 90-degree corner tucked under the knee.
Do NOT pick the similar figure where the leg slants diagonally inward toward the back.",78,1.0,2,0
G03,27,4,page7-107,1,"Faces LEFT (perfectly straight vertical back on the RIGHT edge).
Head is a POINTY DIAMOND (top vertex points exactly straight up).
NO horizontal protrusions (no arm, no lap). The front is just a single slanted chest sloping down to a pointy knee.
CRITICAL: Below the knee, the front edge SLANTS DIAGONALLY INWARD (down-right) towards the back, creating a wedge-shaped gap.
Do NOT pick the similar figure where the leg drops perfectly vertical straight down under the knee.",77,1.0,2,0
G03,28,4,page7-255,1,"Faces RIGHT (perfectly straight vertical back on the LEFT edge).
Head is a POINTY DIAMOND (top vertex points exactly straight up).
Has a HIGH ARM pointing horizontally straight out to the RIGHT (located upper body).
CRITICAL: Below this arm, the leg drops PERFECTLY VERTICAL straight down to the ground, parallel to the back edge, creating a square 90-degree corner under the arm.
Do NOT pick the similar figure where the leg slants diagonally inward toward the back.",77,1.0,2,0
G03,29,4,page3-35,1,"Faces LEFT (perfectly straight vertical back on the RIGHT edge).
Head has a FLAT horizontal top edge (parallelogram).
Has a HIGH ARM pointing horizontally straight out to the LEFT (located upper body).
CRITICAL: Below this arm, the leg drops PERFECTLY VERTICAL straight down to the ground, parallel to the back edge, creating a square 90-degree corner under the arm.
Do NOT pick the similar figure where the leg slants diagonally inward toward the back.",74,1.0,2,0
G03,30,5,page7-255,2,"Faces RIGHT (perfectly straight vertical back on the LEFT edge).
Head is a POINTY DIAMOND (top vertex points exactly straight up).
Has a HIGH ARM pointing horizontally straight out to the RIGHT (located upper body).
CRITICAL: Below this arm, the leg drops PERFECTLY VERTICAL straight down to the ground, parallel to the back edge, creating a square 90-degree corner under the arm.
Do NOT pick the similar figure where the leg slants diagonally inward toward the back.",77,1.0,2,0
G03,31,5,page7-107,2,"Faces LEFT (perfectly straight vertical back on the RIGHT edge).
Head is a POINTY DIAMOND (top vertex points exactly straight up).
NO horizontal protrusions (no arm, no lap). The front is just a single slanted chest sloping down to a pointy knee.
CRITICAL: Below the knee, the front edge SLANTS DIAGONALLY INWARD (down-right) towards the back, creating a wedge-shaped gap.
Do NOT pick the similar figure where the leg drops perfectly vertical straight down under the knee.",77,1.0,2,0
G03,32,5,page9-46,2,"Faces LEFT (perfectly straight vertical back on the RIGHT edge).
Head is a POINTY DIAMOND (top vertex points exactly straight up).
Has a HIGH ARM pointing horizontally straight out to the LEFT (located upper body, just below the head).
CRITICAL: Below this high arm, the leg SLANTS DIAGONALLY INWARD (down-right) towards the back, creating a wedge-shaped gap.
Do NOT pick the figure where the horizontal protrusion is lower down mid-body like a lap.",73,1.0,2,0
G03,33,5,page5-28,2,"Faces RIGHT (perfectly straight vertical back on the LEFT edge).
Head has a FLAT horizontal top edge (parallelogram).
Has a HIGH ARM pointing horizontally straight out to the RIGHT (located upper body, just below the head).
CRITICAL: Below this arm, the leg drops PERFECTLY VERTICAL straight down to the ground, parallel to the back edge, creating a square 90-degree corner under the arm.
Do NOT pick the similar figure where the leg slants diagonally inward toward the back, or where the horizontal part is lower down mid-body like a lap.",90,1.0,2,0
