group_id,target,block_num,prev_block_num,similarity
G05,page-B,1,0,0.5991
G05,page-B,2,1,0.4944
G05,page-B,3,2,0.9743
G05,page-B,4,3,0.9756
G05,page-B,5,4,0.9849
G05,page7-107,1,0,0.5711
G05,page7-107,2,1,0.912
G05,page7-107,3,2,1.0
G05,page7-107,4,3,0.8669
G05,page7-107,5,4,0.9858
G05,page3-35,1,0,0.9262
G05,page3-35,2,1,0.9957
G05,page3-35,3,2,1.0
G05,page3-35,4,3,0.9107
G05,page3-35,5,4,0.9101
G05,page5-28,1,0,0.7379
G05,page5-28,2,1,0.9565
G05,page5-28,3,2,0.9499
G05,page5-28,4,3,0.9662
G05,page5-28,5,4,0.9632
G06,page-B,1,0,0.497
G06,page-B,2,1,0.8397
G06,page-B,3,2,0.8527
G06,page-B,4,3,1.0
G06,page-B,5,4,1.0
G06,page3-35,1,0,0.7169
G06,page3-35,2,1,0.8617
G06,page3-35,3,2,1.0
G06,page3-35,4,3,0.983
G06,page3-35,5,4,0.9739
G06,page7-255,1,0,0.763
G06,page7-255,2,1,1.0
G06,page7-255,3,2,0.9197
G06,page7-255,4,3,1.0
G06,page7-255,5,4,0.9034
G06,page9-46,1,0,0.5821
G06,page9-46,2,1,0.8293
G06,page9-46,3,2,0.9431
G06,page9-46,4,3,0.9558
G06,page9-46,5,4,1.0
G06,page7-107,1,0,0.871
G06,page7-107,2,1,0.957
G06,page7-107,3,2,1.0
G06,page7-107,4,3,0.8629
G06,page7-107,5,4,1.0
G06,page5-28,1,0,0.9004
G06,page5-28,2,1,0.8669
G06,page5-28,3,2,1.0
G06,page5-28,4,3,0.9536
G06,page5-28,5,4,1.0
G07,page7-107,1,0,0.787
G07,page7-107,2,1,0.9117
G07,page7-107,3,2,1.0
G07,page7-107,4,3,1.0
G07,page7-107,5,4,1.0
G07,page9-46,1,0,0.8658
G07,page9-46,2,1,0.8464
G07,page9-46,3,2,1.0
G07,page9-46,4,3,1.0
G07,page9-46,5,4,1.0
G07,page7-255,1,0,0.5892
G07,page7-255,2,1,0.898
G07,page7-255,3,2,1.0
G07,page7-255,4,3,1.0
G07,page7-255,5,4,1.0
G07,page-B,1,0,0.5892
G07,page-B,2,1,1.0
G07,page-B,3,2,1.0
G07,page-B,4,3,1.0
G07,page-B,5,4,1.0
G07,page5-28,1,0,0.8625
G07,page5-28,2,1,1.0
G07,page5-28,3,2,1.0
G07,page5-28,4,3,1.0
G07,page5-28,5,4,1.0
G07,page3-35,1,0,0.8439
G07,page3-35,2,1,0.8659
G07,page3-35,3,2,0.8526
G07,page3-35,4,3,0.9866
G07,page3-35,5,4,1.0
G08,page5-28,1,0,0.6548
G08,page5-28,2,1,0.8526
G08,page5-28,3,2,0.881
G08,page5-28,4,3,0.9303
G08,page5-28,5,4,1.0
G08,page7-107,1,0,0.7149
G08,page7-107,2,1,0.7888
G08,page7-107,3,2,1.0
G08,page7-107,4,3,0.8994
G08,page7-107,5,4,0.9976
G08,page9-46,1,0,0.795
G08,page9-46,2,1,0.931
G08,page9-46,3,2,0.9913
G08,page9-46,4,3,0.956
G08,page9-46,5,4,0.9467
G08,page7-255,1,0,0.7638
G08,page7-255,2,1,0.8127
G08,page7-255,3,2,1.0
G08,page7-255,4,3,0.9177
G08,page7-255,5,4,0.9538
G08,page-B,1,0,0.8161
G08,page-B,2,1,0.8998
G08,page-B,3,2,1.0
G08,page-B,4,3,0.9951
G08,page-B,5,4,0.9951
G08,page3-35,1,0,0.9275
G08,page3-35,2,1,0.9316
G08,page3-35,3,2,1.0
G08,page3-35,4,3,0.8806
G08,page3-35,5,4,0.8806
G09,page5-28,1,0,0.7179
G09,page5-28,2,1,1.0
G09,page5-28,3,2,1.0
G09,page5-28,4,3,1.0
G09,page5-28,5,4,1.0
G09,page-B,1,0,0.7104
G09,page-B,2,1,1.0
G09,page-B,3,2,1.0
G09,page-B,4,3,1.0
G09,page-B,5,4,1.0
G09,page7-255,1,0,0.4411
G09,page7-255,2,1,0.9002
G09,page7-255,3,2,0.9783
G09,page7-255,4,3,1.0
G09,page7-255,5,4,1.0
G09,page7-107,1,0,0.8046
G09,page7-107,2,1,1.0
G09,page7-107,3,2,0.9463
G09,page7-107,4,3,0.9463
G09,page7-107,5,4,1.0
G09,page3-35,1,0,0.8869
G09,page3-35,2,1,0.9848
G09,page3-35,3,2,0.945
G09,page3-35,4,3,1.0
G09,page3-35,5,4,1.0
G09,page9-46,1,0,0.9299
G09,page9-46,2,1,1.0
G09,page9-46,3,2,1.0
G09,page9-46,4,3,1.0
G09,page9-46,5,4,1.0
G10,page7-107,1,0,0.556
G10,page7-107,2,1,0.8461
G10,page7-107,3,2,1.0
G10,page7-107,4,3,0.9534
G10,page7-107,5,4,0.8015
G10,page9-46,1,0,0.5132
G10,page9-46,2,1,0.7372
G10,page9-46,3,2,0.9866
G10,page9-46,4,3,1.0
G10,page9-46,5,4,1.0
G10,page3-35,1,0,0.8405
G10,page3-35,2,1,0.9894
G10,page3-35,3,2,0.9233
G10,page3-35,4,3,1.0
G10,page3-35,5,4,0.861
G10,page-B,1,0,0.8299
G10,page-B,2,1,0.98
G10,page-B,3,2,0.9763
G10,page-B,4,3,1.0
G10,page-B,5,4,0.9794
G10,page7-255,1,0,0.8614
G10,page7-255,2,1,0.9721
G10,page7-255,3,2,0.9946
G10,page7-255,4,3,1.0
G10,page7-255,5,4,0.9266
G10,page5-28,1,0,0.8446
G10,page5-28,2,1,0.8808
G10,page5-28,3,2,0.9482
G10,page5-28,4,3,0.994
G10,page5-28,5,4,1.0
G11,page7-107,1,0,0.7673
G11,page7-107,2,1,0.8815
G11,page7-107,3,2,1.0
G11,page7-107,4,3,0.9743
G11,page7-107,5,4,1.0
G11,page3-35,1,0,0.8101
G11,page3-35,2,1,0.7335
G11,page3-35,3,2,1.0
G11,page3-35,4,3,0.991
G11,page3-35,5,4,1.0
G11,page7-255,1,0,0.6895
G11,page7-255,2,1,0.9449
G11,page7-255,3,2,0.963
G11,page7-255,4,3,0.9952
G11,page7-255,5,4,1.0
G11,page-B,1,0,0.754
G11,page-B,2,1,0.8512
G11,page-B,3,2,0.8603
G11,page-B,4,3,0.9604
G11,page-B,5,4,0.8637
G11,page5-28,1,0,0.8543
G11,page5-28,2,1,0.9158
G11,page5-28,3,2,1.0
G11,page5-28,4,3,0.9043
G11,page5-28,5,4,1.0
G11,page9-46,1,0,0.8506
G11,page9-46,2,1,0.7687
G11,page9-46,3,2,0.8547
G11,page9-46,4,3,0.9308
G11,page9-46,5,4,0.8648
G12,page3-35,1,0,0.416
G12,page3-35,2,1,0.8163
G12,page3-35,3,2,0.917
G12,page3-35,4,3,0.8917
G12,page3-35,5,4,0.9526
G12,page5-28,1,0,0.4791
G12,page5-28,2,1,1.0
G12,page5-28,3,2,0.6427
G12,page5-28,4,3,0.8022
G12,page5-28,5,4,0.9355
G12,page7-255,1,0,0.6879
G12,page7-255,2,1,0.8292
G12,page7-255,3,2,0.8556
G12,page7-255,4,3,1.0
G12,page7-255,5,4,1.0
G12,page7-107,1,0,0.8045
G12,page7-107,2,1,1.0
G12,page7-107,3,2,0.9178
G12,page7-107,4,3,0.9105
G12,page7-107,5,4,0.9105
G12,page-B,1,0,0.8107
G12,page-B,2,1,0.8508
G12,page-B,3,2,0.8671
G12,page-B,4,3,1.0
G12,page-B,5,4,1.0
G12,page9-46,1,0,0.7214
G12,page9-46,2,1,0.9896
G12,page9-46,3,2,1.0
G12,page9-46,4,3,0.9829
G12,page9-46,5,4,0.9897
G13,page-B,1,0,0.4764
G13,page-B,2,1,0.8897
G13,page-B,3,2,1.0
G13,page-B,4,3,1.0
G13,page-B,5,4,1.0
G13,page7-255,1,0,0.5303
G13,page7-255,2,1,1.0
G13,page7-255,3,2,1.0
G13,page7-255,4,3,1.0
G13,page7-255,5,4,1.0
G13,page9-46,1,0,0.7565
G13,page9-46,2,1,1.0
G13,page9-46,3,2,0.9829
G13,page9-46,4,3,1.0
G13,page9-46,5,4,1.0
G13,page3-35,1,0,0.7319
G13,page3-35,2,1,0.8973
G13,page3-35,3,2,0.9971
G13,page3-35,4,3,1.0
G13,page3-35,5,4,0.9749
G13,page5-28,1,0,0.6133
G13,page5-28,2,1,0.9364
G13,page5-28,3,2,0.9256
G13,page5-28,4,3,1.0
G13,page5-28,5,4,0.7929
G13,page7-107,1,0,0.5764
G13,page7-107,2,1,0.7132
G13,page7-107,3,2,0.576
G13,page7-107,4,3,0.6137
G13,page7-107,5,4,0.9873
G14,page7-255,1,0,0.4758
G14,page7-255,2,1,0.9363
G14,page7-255,3,2,1.0
G14,page7-255,4,3,0.9259
G14,page7-255,5,4,0.8746
G14,page7-107,1,0,0.6725
G14,page7-107,2,1,0.7268
G14,page7-107,3,2,0.8141
G14,page7-107,4,3,0.9479
G14,page7-107,5,4,0.9566
G14,page5-28,1,0,0.7825
G14,page5-28,2,1,0.9739
G14,page5-28,3,2,1.0
G14,page5-28,4,3,0.9706
G14,page5-28,5,4,0.9906
G14,page3-35,1,0,0.604
G14,page3-35,2,1,0.8328
G14,page3-35,3,2,1.0
G14,page3-35,4,3,0.8193
G14,page3-35,5,4,0.8236
G14,page-B,1,0,0.5666
G14,page-B,2,1,0.9097
G14,page-B,3,2,0.9958
G14,page-B,4,3,0.998
G14,page-B,5,4,0.9952
G14,page9-46,1,0,0.8321
G14,page9-46,2,1,0.8994
G14,page9-46,3,2,1.0
G14,page9-46,4,3,1.0
G14,page9-46,5,4,0.9984
G15,page5-28,1,0,0.7407
G15,page5-28,2,1,0.8726
G15,page5-28,3,2,0.9686
G15,page5-28,4,3,0.9363
G15,page5-28,5,4,1.0
G15,page7-255,1,0,0.7751
G15,page7-255,2,1,0.904
G15,page7-255,3,2,1.0
G15,page7-255,4,3,0.9725
G15,page7-255,5,4,1.0
G15,page3-35,1,0,0.4632
G15,page3-35,2,1,0.897
G15,page3-35,3,2,1.0
G15,page3-35,4,3,1.0
G15,page3-35,5,4,1.0
G15,page-B,1,0,0.7046
G15,page-B,2,1,0.9437
G15,page-B,3,2,1.0
G15,page-B,4,3,1.0
G15,page-B,5,4,1.0
G15,page9-46,1,0,0.822
G15,page9-46,2,1,0.9063
G15,page9-46,3,2,1.0
G15,page9-46,4,3,1.0
G15,page9-46,5,4,0.9724
G15,page7-107,1,0,0.8224
G15,page7-107,2,1,0.9082
G15,page7-107,3,2,1.0
G15,page7-107,4,3,1.0
G15,page7-107,5,4,1.0
G16,page7-107,1,0,0.5203
G16,page7-107,2,1,1.0
G16,page7-107,3,2,0.8357
G16,page7-107,4,3,0.746
G16,page7-107,5,4,0.9881
G16,page5-28,1,0,0.7584
G16,page5-28,2,1,0.8915
G16,page5-28,3,2,0.9886
G16,page5-28,4,3,0.9172
G16,page5-28,5,4,0.9035
G16,page3-35,1,0,0.7361
G16,page3-35,2,1,0.804
G16,page3-35,3,2,0.9845
G16,page3-35,4,3,1.0
G16,page3-35,5,4,0.9765
G16,page7-255,1,0,0.7148
G16,page7-255,2,1,0.8131
G16,page7-255,3,2,0.9152
G16,page7-255,4,3,0.9052
G16,page7-255,5,4,0.9436
G16,page9-46,1,0,0.7022
G16,page9-46,2,1,1.0
G16,page9-46,3,2,0.7508
G16,page9-46,4,3,1.0
G16,page9-46,5,4,0.9328
G16,page-B,1,0,0.7312
G16,page-B,2,1,0.8734
G16,page-B,3,2,0.9753
G16,page-B,4,3,0.8737
G16,page-B,5,4,0.9222
G17,page5-28,1,0,0.5415
G17,page5-28,2,1,0.7577
G17,page5-28,3,2,0.7587
G17,page5-28,4,3,0.9356
G17,page5-28,5,4,0.9406
G17,page9-46,1,0,0.3471
G17,page9-46,2,1,0.8764
G17,page9-46,3,2,0.8628
G17,page9-46,4,3,0.8526
G17,page9-46,5,4,0.7198
G17,page3-35,1,0,0.5957
G17,page3-35,2,1,1.0
G17,page3-35,3,2,0.9836
G17,page3-35,4,3,0.9773
G17,page3-35,5,4,1.0
G17,page7-255,1,0,0.7624
G17,page7-255,2,1,0.6841
G17,page7-255,3,2,1.0
G17,page7-255,4,3,0.8666
G17,page7-255,5,4,0.9861
G17,page7-107,1,0,0.6422
G17,page7-107,2,1,0.6852
G17,page7-107,3,2,0.9025
G17,page7-107,4,3,0.8909
G17,page7-107,5,4,0.949
G17,page-B,1,0,0.6742
G17,page-B,2,1,0.7502
G17,page-B,3,2,0.6925
G17,page-B,4,3,0.6884
G17,page-B,5,4,0.9109
G18,page-B,1,0,0.8086
G18,page-B,2,1,0.8444
G18,page-B,3,2,0.9949
G18,page-B,4,3,1.0
G18,page-B,5,4,1.0
G18,page7-107,1,0,0.6148
G18,page7-107,2,1,1.0
G18,page7-107,3,2,1.0
G18,page7-107,4,3,0.9918
G18,page7-107,5,4,0.9946
G18,page9-46,1,0,0.8502
G18,page9-46,2,1,0.8589
G18,page9-46,3,2,1.0
G18,page9-46,4,3,1.0
G18,page9-46,5,4,0.8923
G18,page5-28,1,0,0.8184
G18,page5-28,2,1,0.8431
G18,page5-28,3,2,1.0
G18,page5-28,4,3,1.0
G18,page5-28,5,4,0.9118
G18,page7-255,1,0,0.7846
G18,page7-255,2,1,0.9651
G18,page7-255,3,2,0.9932
G18,page7-255,4,3,1.0
G18,page7-255,5,4,0.9973
G18,page3-35,1,0,0.8612
G18,page3-35,2,1,0.9588
G18,page3-35,3,2,0.957
G18,page3-35,4,3,0.9872
G18,page3-35,5,4,0.9962
G19,page5-28,1,0,0.6926
G19,page5-28,2,1,0.5388
G19,page5-28,3,2,0.8123
G19,page5-28,4,3,0.9954
G19,page5-28,5,4,1.0
G19,page9-46,1,0,0.7551
G19,page9-46,2,1,0.9217
G19,page9-46,3,2,1.0
G19,page9-46,4,3,1.0
G19,page9-46,5,4,1.0
G19,page3-35,1,0,0.6058
G19,page3-35,2,1,0.9683
G19,page3-35,3,2,1.0
G19,page3-35,4,3,0.9703
G19,page3-35,5,4,1.0
G19,page-B,1,0,0.5289
G19,page-B,2,1,0.6513
G19,page-B,3,2,1.0
G19,page-B,4,3,0.9327
G19,page-B,5,4,1.0
G19,page7-255,1,0,0.7027
G19,page7-255,2,1,0.8184
G19,page7-255,3,2,0.9324
G19,page7-255,4,3,1.0
G19,page7-255,5,4,1.0
G19,page7-107,1,0,0.6177
G19,page7-107,2,1,0.9564
G19,page7-107,3,2,1.0
G19,page7-107,4,3,0.8373
G19,page7-107,5,4,0.8373
G20,page7-107,1,0,0.9152
G20,page7-107,2,1,0.7836
G20,page7-107,3,2,0.9604
G20,page7-107,4,3,0.9305
G20,page7-107,5,4,0.9233
G20,page5-28,1,0,0.8743
G20,page5-28,2,1,0.9004
G20,page5-28,3,2,1.0
G20,page5-28,4,3,0.9781
G20,page5-28,5,4,1.0
G20,page-B,1,0,0.812
G20,page-B,2,1,0.9238
G20,page-B,3,2,0.9193
G20,page-B,4,3,0.9348
G20,page-B,5,4,0.9495
G20,page9-46,1,0,0.8581
G20,page9-46,2,1,0.8743
G20,page9-46,3,2,0.8629
G20,page9-46,4,3,1.0
G20,page9-46,5,4,0.952
G20,page7-255,1,0,0.9603
G20,page7-255,2,1,0.8871
G20,page7-255,3,2,1.0
G20,page7-255,4,3,1.0
G20,page7-255,5,4,1.0
G20,page3-35,1,0,0.7417
G20,page3-35,2,1,0.9042
G20,page3-35,3,2,0.952
G20,page3-35,4,3,0.9334
G20,page3-35,5,4,0.9417
